name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,affiliated_committee_name,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
ANDY COATS FOR US SENATE,"{1980,1982}",ANDY COATS,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,OK,C00109637,{S0OK00081},1979-05-07,1982-12-27,1980-05-20
JIM GUEST FOR UNITED STATES SENATE,"{1982,1984,1986,1988,1990,1992,1994,1996}",NANCY VACHON,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,VT,C00153841,{S2VT00011},1981-04-08,1996-05-15,1981-04-08
GEORGE BRITT JR FOR U S SENATE,{1982},JOSE MARTINEZ,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,PA,C00128785,{},,,
BOB ROVNER FOR US SENATE--2000,"{2000,2002}",ALAN FELLHEIMER,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,PA,C00346155,{S8PA00213},1999-06-17,2000-12-15,2000-09-26
BROUSSARD FOR OREGON,"{2004,2006}",CY NISENFELD,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OR,C00398115,{S4OR00099},2004-03-23,2005-05-10,2004-03-23
S CHARLES TAMBOIA COMMITTEE TO ELECT,{2006},LORRAINE TAMBOIA,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,ME,C00416917,{S6ME00241},2005-11-18,2006-08-23,2005-11-18
BENJAMIN DUNN FOR SENATE,{2014},SIDNEY A GATCH,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,SC,C00560375,{S4SC00349},2014-03-25,2014-08-01,2014-03-25
DANIEL WEBSTER FOR US SENATE,"{2004,2006,2008,2010}",NANCY H WATKINS,S,Senate,T,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,FL,C00390120,{S4FL00256},2003-08-28,2010-05-05,2004-05-07
JOSH HAWLEY FOR SENATE,"{2018,2020}","PURPURA, SALVATORE",S,Senate,Q,P,Principal campaign committee,,,CRAMER-HAWLEY VICTORY FUND,REP,REPUBLICAN PARTY,MO,C00652727,{S8MO00160},2017-08-03,2019-07-15,2019-06-19
GARY BERNSTEIN FOR NEVADA LLC,"{2010,2012,2014,2016,2018}",THOMAS R HORST,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NV,C00482661,{S0NV00385},2010-04-30,2018-04-26,2010-04-30
FRIENDS OF COBURN,"{2004,2006}",CURT PRICE,S,Senate,T,A,Authorized by a candidate,,,COBURN FOR SENATE COMMITTEE,REP,REPUBLICAN PARTY,OK,C00398396,{S4OK00174},2004-03-29,2005-05-11,2005-01-31
JIM SNYDER FOR US SENATE,"{2002,2004}",CHARLOTTE B COOK,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NC,C00372706,{S2NC00141},2002-02-05,2003-08-01,2002-02-05
FRIENDS OF SENATOR DAVID KARNES,"{1988,1990,1992,1994,1996}",LIZ KARNES,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NE,C00214106,{S8NE00034},1987-03-26,1996-05-15,1996-02-20
JOHN BURRIS FOR SENATE COMMITTEE,"{1984,1986}",DORIS MILLMAN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,DE,C00173013,{S4DE00011},1983-11-23,1985-09-13,1983-11-23
"COMMITTEE TO ELECT JIM MAXEY, THE","{1978,1980,1982}",TOM CAMPION,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WY,C00103044,{S8WY00049},1978-09-09,1981-12-03,1978-09-09
CRAIG MILLER FOR US SENATE INC,{2012},JOHN RYSER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,FL,C00498899,{S2FL00276},2011-07-12,2012-10-31,2012-07-09
COMMITTEE TO ELECT CHRISTOPHER STOUT,"{2010,2012,2014,2016}",CHRISTOPHER STOUT,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,UT,C00476754,{S0UT00173},2010-02-23,2015-11-10,2012-07-31
FRIENDS OF DR J AHMAD FOR U S SENATE,"{1996,1998,2000}",SYED S HUSAIN,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,IL,C00306852,{S6IL00201},1995-10-04,2000-06-29,1996-03-12
SUNDHEIM FOR SENATE,{2016},BRYAN BURCH,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00587154,{S6CA00741},2015-09-14,2016-09-13,2015-09-14
CITIZENS FOR V A KELLEY FOR UNITED STATE SENATE,{1984},ALVIN R FUGETT,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IL,C00170936,{S4IL00065},1983-10-11,1984-12-17,1983-10-11
FORRESTER 2002,"{2002,2004,2006}",RONALD GRAVINO,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NJ,C00372110,{S2NJ00239},2002-01-22,2006-07-15,2002-10-21
NOSTALGIA DINNER COMMITTEE FOR SIMON & MARZUKI,"{1984,1986}",MARGE FRIEDMAN,S,Senate,T,J,Joint fundraising committee,,,,DEM,DEMOCRATIC PARTY,IL,C00171637,{S4IL00040},1983-10-17,1985-04-26,1983-10-31
FRIENDS OF DONALD STEWART,"{1980,1982,1984,1986,1988,1990,1992,1994,1996}",PRISCILLA B STEWART,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AL,C00116541,{S8AL00043},1979-10-01,1996-05-15,1986-01-28
COMMITTEE TO ELECT MRS FRANK STEWART,{1980},MRS FRANK STEWART,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AL,C00130211,{S8AL00068},1980-06-23,1980-10-15,1980-08-22
D'AMOURS FOR SENATE COMMITTEE,"{1984,1986,1988}",ROBERT M WALSH JR,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NH,C00172718,{S4NH00013},1983-11-14,1987-08-07,1985-12-06
JARAMILLO FOR US SENATE,"{2014,2016,2018}",JOHN MICHAEL JARAMILLO,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AK,C00545426,{S4AK00198},2013-06-03,2018-04-26,2013-06-03
MARYLAND 2006 DEMOCRATIC SENATE NOMINEE FUND,{2006},CHRISTOPHER KOOB,S,Senate,T,J,Joint fundraising committee,,,COMMITTEE FOR A BETTER FUTURE,DEM,DEMOCRATIC PARTY,VA,C00428466,{},2006-09-07,2006-10-24,2006-09-07
CAMPBELL FOR U S SENATE,"{1992,1994,1996}",ROBERT A PETERSEN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00251322,{S2CA00351},1991-03-25,1995-01-20,1992-12-10
BRANNON FOR US SENATE,"{2016,2018}",CABELL HOBBS,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NC,C00603571,{S4NC00147},2015-12-29,2017-02-15,2015-12-29
JAIME HARRISON FOR US SENATE,{2020},"ADAMS, DAVID",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,SC,C00696153,{S0SC00289},2019-02-07,2019-08-19,2019-08-19
ADAIR FOR SENATE INC,{2020},PAMELA DIANE ADAIR,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AL,C00702118,{S0AL00248},2019-04-11,2019-07-12,2019-04-11
BERNIE LUMBERT FOR US SENATE,"{1988,1990,1992,1994,1996}",BERNIE LUMBERT,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WV,C00224485,{S8WV00085},1988-03-15,1996-05-15,1988-03-15
VANDERSCOFF FOR U S SENATE CAMPAIGN '92,"{1992,1994}",DAVID VANDERSCOFF,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,ND,C00283663,{S4ND00038},1993-09-13,1994-04-22,1993-09-16
TIM KALEMKARIAN S16 COMMITTEE,"{2012,2014,2016,2018}",TIMOTHY CHARLES KALEMKARIAN,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,CA,C00520494,{S6CA00477},2012-05-03,2018-03-15,2012-05-03
MUSE FOR MARYLAND,"{2012,2014,2016,2018}",SHANTAL ALSTON,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MD,C00511535,{S2MD00420},2012-02-02,2017-07-26,2012-02-02
COMMITTEE TO ELECT NICK CARTER FOR UNITED STATES SENATE,"{2008,2010}",JOHN E HENRY CPA,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,WY,C00446765,{S8WY00155},2008-02-28,2009-06-02,2008-11-14
MIKE MILES FOR SENATE COMMITTEE,"{2002,2004,2006}",DENISE JODI COHEN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,CO,C00368969,{S0CO00203},2001-09-14,2006-08-23,2002-07-24
CHUCK HASSEBROOK FOR SENATE,"{2012,2014}",MATTHEW J CONNEALY,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NE,C00513911,{S2NE00110},2012-02-27,2013-07-16,2012-02-27
KERRI EVELYN HARRIS FOR DELAWARE,"{2018,2020}","MCNAMARA, FAITH",S,Senate,T,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,DE,C00670091,{S8DE00137},2018-02-10,2019-04-30,2018-02-10
CYRIL SAGAN FOR SENATOR,"{1986,1988}",CYRIL E SAGAN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,PA,C00198135,{S6PA00019},1985-10-04,1987-08-14,1986-05-05
WEST VIRGINIANS FOR SAM KUSIC,"{1984,1986,1988,1990,1992,1994,1996,1998}",SAMUEL N KUSIC,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WV,C00183251,{S4WV00076},1984-04-30,1998-05-18,1985-12-27
JAMES DEAN FOR SENATE,"{2018,2020}",WILLIAM JAMES DEAN,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MT,C00657270,{S8MT00242},2017-10-04,2017-10-04,2017-10-04
CRAIG SMITH 4 SENATE,"{2018,2020}",CRAIG ALLEN SMITH,S,Senate,Q,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,DC,C00632406,{S8MI00349},2017-02-03,2017-02-27,2017-02-03
MOYNIHAN COMMITTEE INC,"{1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006}",KENNETH A GROSS,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,DC,C00078295,{S6NY00052},1977-06-24,2005-04-12,2003-04-15
GROWE FOR SENATE VOLUNTEER COMMITTEE,"{1984,1986}",HARRY A SIEBEN JR,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MN,C00169268,{S4MN00031},1983-08-05,1987-02-13,1984-08-23
SLATTERY FOR SENATE,"{2008,2010}",MICHAEL VAN DYKE,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,KS,C00447375,{S8KS00235},2008-03-14,2009-01-23,2008-09-23
COPAS FOR SENATE,{2014},JOSEPH DANIELSON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,KY,C00562025,{S4KY00125},2014-04-15,2014-06-12,2014-04-15
PAULA JEAN FOR WEST VIRGINIA,{2020},"SWEARENGIN, PAULA JEAN",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,WV,C00708891,{S8WV00119},2019-06-11,2019-06-11,2019-06-11
SHEILA FOR SENATE,"{2018,2020}",SHEILA BILYEU,S,Senate,Q,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AZ,C00687707,{S2AZ00273},2018-09-10,2018-10-15,2018-09-18
VOTE JERRY NATIVIDAD FOR US SENATE,"{2016,2018}",VERA ORTEGON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CO,C00612457,{S6CO00325},2016-03-15,2018-03-08,2017-08-09
JIM GUY TUCKER FOR SENATE CAMPAIGN COMM.,"{1978,1980,1982}",BETTY TUCKER,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AR,C00086108,{S8AR00039},1978-01-31,1981-12-03,1978-12-10
CHUCK JAGODA WORKING FOR WYOMING,{2020},"JAGODA, CHUCK",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,CA,C00708735,{S0WY00111},2019-06-09,2019-07-10,2019-06-09
BELINDA NOAH FOR SENATE CAMPAIGN,"{2006,2008}",RAY NOAH,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,FL,C00414144,{S6FL00194},2005-08-16,2007-05-08,2006-06-05
COMMITTEE TO ELECT EDDIE WHITE US SENATE,"{2018,2020}",JOE EDWARD WHITE JR,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,SC,C00683433,{},2018-07-18,2018-08-12,2018-07-18
BUD RAILEY FOR US SENATE WV,"{2006,2008,2010,2012,2014,2016,2018}",CHARLES G RAILEY,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WV,C00418673,{S6WV00097},2006-01-17,2018-04-27,2006-01-17
DIANA BRAY FOR COLORADO,{2020},"BRAY, DIANA",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,CO,C00700948,{S0CO00492},2019-04-02,2019-09-03,2019-05-13
MCMILLANFORCOLORADO,"{2012,2014,2016}",JACKIE JONES,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CO,C00522151,"{H2CO03179,S4CO00320}",2012-05-29,2015-11-10,2013-05-14
CHRIS COONS FOR DELAWARE,"{2010,2012,2014,2016,2018,2020}","ZAMORE, JUDITH",S,Senate,Q,P,Principal campaign committee,,,FIRST STATE VICTORY FUND 2020,DEM,DEMOCRATIC PARTY,DE,C00475392,{S0DE00092},2010-02-03,2019-08-27,2019-03-30
COMMITTEE TO ELECT AL SHARPTON,"{1992,1994,1996}",P DANIEL FAUSTIN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NY,C00260703,{S2NY00143},1992-02-18,1995-11-03,1994-06-13
VANCE PHILLIPS FOR U S SENATE '96,"{1994,1996,1998}",BRIAN R MURPHY,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,DE,C00299982,{S4DE00045},1994-11-18,1997-04-18,1995-11-06
SUSAN FOR US SENATE,"{2014,2016,2018}",SUSAN M CUNDIFF,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MT,C00562223,{S4MT00134},2014-04-25,2018-04-26,2014-04-28
